id,justification,Category
4117,because the light is red and pedestrians are crossing the street.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
14872,because it is moving at the speed of traffic,interaction with other road users:traffic:moving forward:normally
13530,since the lane ahead is clear and traffic is moving steadily.,road condition:availability:clear road&interaction with other road users:traffic:moving forward:normally
273,to not block the cross traffic because the cars ahead are stopped.,interaction with other road users:traffic:stop
5654,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
10759,as the light is red.,traffic conditions:traffic light:red light
10075,since there is no traffic.,road condition:availability:clear road
4058,because the road is clear.,road condition:availability:clear road
1506,because traffic is moving smoothly.,interaction with other road users:traffic:moving forward:normally
440,as there is no traffic.,road condition:availability:clear road
10793,as the highway is clear ahead.,road condition:availability:clear road
5533,because they didn't have any room after being cut off by the previous two drivers.,unclassified
13438,because traffic is flowing.,interaction with other road users:traffic:moving forward:normally
3509,to change streets,ego car driving intention: vehicle lateral activity:changing lane
12843,as the vehicles in front of it drive at a normal rate of speed.,interaction with other road users:traffic:moving forward:normally&interaction with other road users:lead vehicle:moving forward:normally
3658,since the road is clear again,road condition:availability:clear road
5338,because it is parked.,ego car driving intention: vehicle longitudinal activity:park
9964,because there is a stopped car in front because the light is red up ahead.,interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
2802,because it is raining and there is traffic.,environment:weather:rain
2107,because the lane has opened up.,unclassified
1480,to get around the truck in front of it.,ego car driving intention: vehicle longitudinal activity:passing
6209,as a vehicle merges into its lane from the right.,unclassified
12431,because the road is clear.,road condition:availability:clear road
1755,to cross the road.,unclassified
9891,because the car in front has started driving forward.,interaction with other road users:lead vehicle:moving forward:normally
3002,to be moving at the speed limit,unclassified
13527,because it is parked on the right side of the street.,ego car driving intention: vehicle longitudinal activity:park
2786,after the light turned green.,traffic conditions:traffic light:green light
2027,after the light turns yellow and then red.,traffic conditions:traffic light:red light
4609,for a speed bump.,road condition:speed regulations:speed bump
3904,since the light turned green and there is enough space ahead to drive.,traffic conditions:traffic light:green light
3314,to avoid parked cars to its right that are impeding its lane.,interaction with other road users:lead vehicle:park
12850,as it approaches a slower moving car ahead.,interaction with other road users:lead vehicle:moving forward:slowly
5315,because the lane next the theme is clear,road condition:availability:clear road
13148,because traffic is moving slowly.,interaction with other road users:traffic:moving forward:slowly
5978,as traffic in front of it begins to move faster.,interaction with other road users:traffic:accelerating
1070,because the light is now red.,traffic conditions:traffic light:red light
15042,Because the light has turned green and the lanes are clear.,road condition:availability:clear road&traffic conditions:traffic light:green light
275,because the light is green.,traffic conditions:traffic light:green light
11025,as the light ahead is red.,traffic conditions:traffic light:red light
13481,as the light changes to red.,traffic conditions:traffic light:red light
629,because traffic in front of it is moving slowly.,interaction with other road users:traffic:moving forward:slowly
453,because the light is red.,traffic conditions:traffic light:red light
14800,because the road is free.,road condition:availability:clear road
2431,because the light is red.,traffic conditions:traffic light:red light
2184,because traffic is moving slowly.,interaction with other road users:traffic:moving forward:slowly
15160,because the truck in front has also moved up a bit.,No Label
10976,because the car ahead of it is moving slowly.,interaction with other road users:lead vehicle:moving forward:slowly
15690,because there is another car stopped in front of the car.,interaction with other road users:lead vehicle:stop
15721,after letting another car and pedestrians clear the area.,interaction with other road users:pedestrians and cyclists: crossing
208,because traffic is moving at a steady pace.,interaction with other road users:traffic:moving forward:normally
4132,because no traffic is seen and the car can safely move onward.,road condition:availability:clear road
11676,because the car in front is slowing down.,interaction with other road users:lead vehicle:moving forward:slowly
11635,as it is approaching a stop sign.,traffic conditions:traffic sign:stop sign
8201,because there's a stop sign.,traffic conditions:traffic sign:stop sign
2957,because there are no cars in its lane.,road condition:availability:clear road
8433,as the road ahead is clear.,road condition:availability:clear road
10163,as the road ahead is now clear.,road condition:availability:clear road
5637,because the light is green and the driver is starting to turn.,traffic conditions:traffic light:green light
11584,as traffic ahead is stopped.,interaction with other road users:traffic:stop
2110,because the lane is clear.,road condition:availability:clear road
5863,because the lane to the right is clear.,road condition:availability:clear road
15140,because there was a car moving slowly in front of it.,interaction with other road users:lead vehicle:moving forward:slowly
13586,since the light turns green.,traffic conditions:traffic light:green light
15627,because the light is red.,traffic conditions:traffic light:red light
3615,as it waits for a red light and traffic in front of it to move.,traffic conditions:traffic light:red light
8904,because there is cross traffic.,interaction with other road users:traffic:heavy
13479,because the lane is clear.,road condition:availability:clear road
1996,because there are vehicles parks along the road.,unclassified
10830,as the cars ahead are not moving.,interaction with other road users:traffic:stop
12381,because the light is red.,traffic conditions:traffic light:red light
9951,because the car in front of it has stopped.,interaction with other road users:lead vehicle:stop
2095,since traffic has stopped again,interaction with other road users:traffic:stop
12155,as the lane is open.,road condition:availability:clear road
8873,because the car is turning to the left.,ego car driving intention: vehicle lateral activity:turning
6417,because the car is driving down the freeway with traffic clear ahead of it.,road condition:availability:clear road
1230,due to the light turning yellow and then red.,traffic conditions:traffic light:red light
14804,because it had just stopped.,ego car driving intention: vehicle longitudinal activity:stop
10762,Because it is turning left onto a different street.,ego car driving intention: vehicle lateral activity:turning
9637,while entering the cross street,unclassified
13490,because the light turns green and traffic ahead begins to move.,traffic conditions:traffic light:green light
5207,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
2671,because it is parked.,ego car driving intention: vehicle longitudinal activity:park
15943,to avoid a car switching lanes that has almost merged into it.,ego car driving intention: vehicle longitudinal activity:merging
13843,because the light turns green.,traffic conditions:traffic light:green light
12237,because it is moving with traffic.,interaction with other road users:traffic:moving forward:normally
529,because the light is red.,traffic conditions:traffic light:red light
13789,while getting closer to a red light,traffic conditions:traffic light:red light
14836,because there are no oncoming cars.,road condition:availability:clear road
11972,to pass a car in the right lane is stopped with its hazard lights on.,interaction with other road users:lead vehicle:stop&ego car driving intention: vehicle longitudinal activity:passing
7091,as traffic in front of it moves freely.,interaction with other road users:traffic:moving forward:normally
11942,since the lane is clear,road condition:availability:clear road
14199,since the lane has no obstacles,road condition:availability:clear road
9277,as it drives through a residential area.,unclassified
6709,because there is a gap in traffic.,unclassified
12989,because the light is green.,traffic conditions:traffic light:green light
11545,as it approaches a speed bump.,road condition:speed regulations:speed bump
5154,because no cars are in front of it.,road condition:availability:clear road
7894,to merge onto the road ahead.,ego car driving intention: vehicle longitudinal activity:merging
1933,due to traffic in front of it.,interaction with other road users:traffic:heavy
5485,because traffic in front of it is stopped.,interaction with other road users:traffic:stop
496,because the car in front is moving again.,interaction with other road users:lead vehicle:moving forward:normally
12984,since the light is red.,traffic conditions:traffic light:red light
14972,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
10573,because the light is red.,traffic conditions:traffic light:red light
7060,Because it is parked on the right side of the street.,ego car driving intention: vehicle longitudinal activity:park
3105,because the road is clear.,road condition:availability:clear road
12228,because traffic is moving at a steady pace.,interaction with other road users:traffic:moving forward:normally
6274,as traffic ahead is slowing due to congestion.,interaction with other road users:traffic:moving forward:slowly
10309,because a van is blocking the lane ahead.,interaction with other road users:lead vehicle:stop
4333,to approach a stop sign.,traffic conditions:traffic sign:stop sign
15941,because it is stuck behind a stopped truck.,interaction with other road users:lead vehicle:stop
16312,so it can avoid getting too close to the car in front.,unclassified
8663,because it is parked on the right side of the road.,ego car driving intention: vehicle longitudinal activity:park
5697,Because the traffic light remains red.,traffic conditions:traffic light:red light
8211,because there are no other cars on the road.,road condition:availability:clear road
10471,because the traffic is not moving.,interaction with other road users:traffic:stop
9509,because the car directly in front puts on brakes.,No Label
11295,as the traffic begins to flow,interaction with other road users:traffic:moving forward:normally
3127,as traffic starts to move more quickly.,interaction with other road users:traffic:accelerating&interaction with other road users:traffic:moving forward:fast
600,to make a right turn.,ego car driving intention: vehicle lateral activity:turning
11674,because the car ahead is slowing down.,interaction with other road users:lead vehicle:moving forward:slowly
12152,as the light is red and pedestrians are crossing the street.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
1152,Because there is a stop sign ahead.,traffic conditions:traffic sign:stop sign
218,since the road is clear,road condition:availability:clear road
8045,because this is the lane the car was in when the highway split.,unclassified
14806,because the road was clear of other vehicles.,road condition:availability:clear road
5155,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
14286,because it is approaching its destination.,unclassified
14358,because it's making a left turn.,ego car driving intention: vehicle lateral activity:turning
8657,because the intersection and its lane of traffic are clear.,road condition:availability:clear road
2460,to make a u-turn.,ego car driving intention: vehicle lateral activity:turning
4650,because traffic in front of it is stopped.,interaction with other road users:traffic:stop
11393,because the traffic light ahead is red.,traffic conditions:traffic light:red light
11685,as it is parked in a parking lot.,ego car driving intention: vehicle longitudinal activity:park
9434,because the cars ahead are stopped.,interaction with other road users:traffic:stop
788,The light controlling the intersection is red.,traffic conditions:traffic light:red light
12652,because it's at a stop sign.,traffic conditions:traffic sign:stop sign
871,because the road is clear.,road condition:availability:clear road
4181,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
15891,because the road is fairly empty.,road condition:availability:clear road
14957,because the light turns to red.,traffic conditions:traffic light:red light
13531,as it approaches a red light.,traffic conditions:traffic light:red light
12154,because the road is clear of traffic.,road condition:availability:clear road
14676,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
32,to carefully pass the car on the right.,ego car driving intention: vehicle longitudinal activity:passing
12461,as the road is now clear.,road condition:availability:clear road
5875,As it has come out of the right turn and is now going straight but there is a UPS truck blocking part of the lane as well as cars parked on the side of the street so it has to drive in between them.,interaction with other road users:lead vehicle:park
4343,because the car in front of them is stopping,interaction with other road users:lead vehicle:stop
1496,to pull left onto the road.,unclassified
1685,because traffic is moving.,interaction with other road users:traffic:moving forward:normally
14906,since this road allows for cars to stop.,interaction with other road users:traffic:stop
5883,since the road is empty.,road condition:availability:clear road
15152,as it moves around a car that is turning,ego car driving intention: vehicle longitudinal activity:passing
6955,as there is space between the car and the one in front of it.,unclassified
7254,because it is past the parked car in that lane.,ego car driving intention: vehicle longitudinal activity:passing
11988,while the car in front slowly moves forward,interaction with other road users:lead vehicle:moving forward:slowly
470,since there is a dead end ahead,unclassified
1973,because its lane is moving freely in the rain.,interaction with other road users:traffic:moving forward:normally
807,as the light is red.,traffic conditions:traffic light:red light
10709,because the car in front has moved into another lane.,unclassified
1263,to avoid a car turning onto the road.,ego car driving intention: vehicle lateral activity:turning
13300,because the flow of traffic allows it.,interaction with other road users:traffic:moving forward:normally
3850,to avoid a car in its lane making a left turn.,ego car driving intention: vehicle lateral activity:turning
13183,because it is parked in a lot.,ego car driving intention: vehicle longitudinal activity:park
14911,to make sure to not hit a pedestrian in the middle of the street.,interaction with other road users:pedestrians and cyclists: crossing
9943,because the traffic on the highway is flowing well.,interaction with other road users:traffic:moving forward:normally
15025,because the cars in front are also driving at a constant speed.,interaction with other road users:lead vehicle:moving forward:normally
15349,because it is approaching the vehicle in front of it.,unclassified
1219,since its lane is free of traffic.,road condition:availability:clear road
12934,because the light is red.,traffic conditions:traffic light:red light
12553,due to cross traffic and pedestrians in the cross walk.,interaction with other road users:pedestrians and cyclists: crossing
12075,since the light ahead has turned red.,traffic conditions:traffic light:red light
5734,because no traffic is seen and the car can safely move onward.,road condition:availability:clear road
16320,because the car ahead in the right lane is braking.,No Label
2456,The car is preparing to make a left hand turn at the intersection.,ego car driving intention: vehicle lateral activity:turning
15903,because the traffic light has remain red.,traffic conditions:traffic light:red light
10624,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
7238,so that it may make a left turn ahead.,ego car driving intention: vehicle lateral activity:turning
6695,because traffic is flowing normally.,interaction with other road users:traffic:moving forward:normally
7487,because it's pulling around a stopped ambulance.,interaction with other road users:lead vehicle:park&ego car driving intention: vehicle longitudinal activity:passing
2318,because there is a stop sign ahead.,traffic conditions:traffic sign:stop sign
11582,because the car ahead has stopped.,interaction with other road users:traffic:stop&interaction with other road users:lead vehicle:stop
12493,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
1163,because the light is green.,traffic conditions:traffic light:green light
7572,as there is a car stopped ahead in the lane.,interaction with other road users:lead vehicle:stop
6722,so that it can make a right hand turn ahead.,ego car driving intention: vehicle lateral activity:turning
623,because traffic is moving slowly down the road.,interaction with other road users:traffic:moving forward:slowly
4801,As it is going uphill on a bridge with no traffic in front of it.,road condition:availability:clear road
10781,since traffic is flowing,interaction with other road users:traffic:moving forward:normally
4317,because no traffic is seen and the car can safely move onward.,road condition:availability:clear road
7597,because the street is clear of traffic.,road condition:availability:clear road
14352,because it's taking a left turn.,ego car driving intention: vehicle lateral activity:turning
15820,as it closes in on an intersection,unclassified
15149,as it gets near the intersection,unclassified
1460,The driver is attempting to bypass the slow moving traffic in other lanes.,ego car driving intention: vehicle longitudinal activity:passing
12777,because traffic ahead is stopped at a red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
3297,because the light has turned green.,traffic conditions:traffic light:green light
3074,because the car ahead hits their brakes briefly.,No Label
14748,because the light has been red,traffic conditions:traffic light:red light
11949,because traffic is advancing because the light turned green.,traffic conditions:traffic light:green light
8784,because the light is red and there are people in the crosswalk.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
3047,Traffic ahead of the car is moving through the intersection,interaction with other road users:lead vehicle:moving forward:normally
6004,because the intersection is clear.,road condition:availability:clear road
9222,as it is approaching a red light.,traffic conditions:traffic light:red light
1803,to enter another road.,ego car driving intention: vehicle lateral activity:enter another road
13609,because traffic on the ramp ahead is stopped.,interaction with other road users:traffic:stop
11390,because the light turns green.,traffic conditions:traffic light:green light
13537,since the road is clear of traffic.,road condition:availability:clear road
14371,while still going slowly,ego car driving intention: vehicle lateral activity:decelerating
1821,to get to the right lane,unclassified
14522,as there is an opening in the lane.,unclassified
11834,because the light is red.,traffic conditions:traffic light:red light
6777,because there is no nearby traffic impeding it.,road condition:availability:clear road
13219,as the road ahead is clear.,road condition:availability:clear road
9012,to avoid hitting a car that's going around a plow in the next lane.,ego car driving intention: vehicle longitudinal activity:passing
5471,in order to enter a parking lot.,unclassified
16093,because the upcoming traffic light has changed to yellow then red.,traffic conditions:traffic light:red light
15571,because the traffic ahead is backed up behind a red light.,traffic conditions:traffic light:red light
15673,to get around a slow-moving garbage truck in the left lane.,ego car driving intention: vehicle longitudinal activity:passing
10106,because the car is changing lanes.,ego car driving intention: vehicle lateral activity:changing lane
7961,because the light is red,traffic conditions:traffic light:red light
3736,because no traffic is seen and the car can safely move onward.,road condition:availability:clear road
1145,The car is preparing to make a turn at an intersection,ego car driving intention: vehicle lateral activity:turning
6577,The car is widening a circle to turn around.,ego car driving intention: vehicle lateral activity:turning
10751,Because it is approaching an intersection where the traffic light is red.,traffic conditions:traffic light:red light
11906,because there are no other vehicles on the road in the rain.,road condition:availability:clear road
6273,as traffic ahead is minimal.,interaction with other road users:traffic:light
15211,since there is an open area to park.,ego car driving intention: vehicle longitudinal activity:park
8562,because the light has turned green.,traffic conditions:traffic light:green light
8841,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
7560,as it waits for stopped traffic in front of it.,ego car driving intention: vehicle longitudinal activity:stop&interaction with other road users:traffic:stop
13456,because the car in front is at a stop sign.,traffic conditions:traffic sign:stop sign
1176,The street is clear.,road condition:availability:clear road
13764,because traffic is moving steadily.,interaction with other road users:traffic:moving forward:normally
4908,because the traffic light is red,traffic conditions:traffic light:red light
7854,because the road is clear.,road condition:availability:clear road
6814,because it's going to make a right turn,ego car driving intention: vehicle lateral activity:turning
3867,because a car is parallel parking ahead,ego car driving intention: vehicle longitudinal activity:park
1603,because a traffic is stopped ahead.,interaction with other road users:traffic:stop
9726,as it cuts off the large truck,unclassified
13246,"because there was a stop sign, the road veers to the right, and merges with another road, all requiring caution.",traffic conditions:traffic sign:stop sign
11292,to move past the blue car in the right lane.,ego car driving intention: vehicle longitudinal activity:passing
12817,because the traffic light ahead turns red.,traffic conditions:traffic light:red light
15923,to reach a stop sign.,traffic conditions:traffic sign:stop sign
164,There are no obstructions in the roadway ahead.,road condition:availability:clear road
2908,because there is a line of stopped traffic in the right.,interaction with other road users:traffic:stop
12235,because the light is red.,traffic conditions:traffic light:red light
6119,because another car is blocking the way.,unclassified
14216,in preparation of making a left turn.,ego car driving intention: vehicle lateral activity:turning
3128,due to traffic in front of it slowing to a stop.,interaction with other road users:traffic:stop
15992,at a stop sign.,traffic conditions:traffic sign:stop sign
10238,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
6200,as the light is green.,traffic conditions:traffic light:green light
8474,Because traffic in front of it is moving normally.,interaction with other road users:traffic:moving forward:normally
14962,because of a red light.,traffic conditions:traffic light:red light
8217,since it is parked in the street,ego car driving intention: vehicle longitudinal activity:park
10517,to close the gap between it and the car in front,unclassified
58,because it is turning onto the left lane.,ego car driving intention: vehicle lateral activity:turning
1197,to make a right turn,ego car driving intention: vehicle lateral activity:turning
3430,as it goes down the street,ego car driving intention: vehicle longitudinal activity:driving forward
3075,because it turns into the left lane.,ego car driving intention: vehicle lateral activity:turning
11734,as it goes around the turning car,ego car driving intention: vehicle lateral activity:turning
9002,for an unknown reason.,unclassified
3940,to avoid a person standing by a car on the right side of the road.,unclassified
15494,because the light is red,traffic conditions:traffic light:red light
4878,since the car in front has pulled up enough to allow room to go forward,No Label
6091,as the highway is clear.,road condition:availability:clear road
4101,as traffic in front of it moves after the light turned green.,traffic conditions:traffic light:green light
3671,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
16137,because it is behind a car.,unclassified
5769,because traffic is moving freely.,interaction with other road users:traffic:moving forward:normally
3724,as the road is clear and traffic is moving.,road condition:availability:clear road&interaction with other road users:traffic:moving forward:normally
14265,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
3132,because the light is red,traffic conditions:traffic light:red light
2673,because the road is clear.,road condition:availability:clear road
14043,as it begins to parallel park.,ego car driving intention: vehicle longitudinal activity:park
15681,because there is no cross traffic.,road condition:availability:clear road
13470,as the lane is clear.,road condition:availability:clear road
5721,because the road is clear ahead,road condition:availability:clear road
14192,in preparation of making a right turn.,ego car driving intention: vehicle lateral activity:turning
8186,since traffic ahead is slow while waiting to turn,interaction with other road users:traffic:moving forward:slowly
4392,because the light is red.,traffic conditions:traffic light:red light
8340,Because traffic in its lane ahead of it is moving normally.,interaction with other road users:traffic:moving forward:normally
7930,since the road is clear.,road condition:availability:clear road
1671,due to a stop sign.,traffic conditions:traffic sign:stop sign
16268,for a stop sign at a bend in the road,traffic conditions:traffic sign:stop sign
1946,The car has executed a rolling stop and is proceeding through the intersection.,ego car driving intention: vehicle longitudinal activity:stop
16337,at a stop sign.,traffic conditions:traffic sign:stop sign
3920,to avoid a car parked to its right.,interaction with other road users:lead vehicle:park
4079,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
4299,because no traffic is blocking the way,road condition:availability:clear road
5539,because the driver wants to turn into the right lane.,ego car driving intention: vehicle lateral activity:turning
13306,as traffic ahead is moving normally.,interaction with other road users:traffic:moving forward:normally
7084,because traffic in its lane is moving at normal speed.,interaction with other road users:traffic:moving forward:normally
3863,because the road conditions are hard to see and traffic is moving forward.,interaction with other road users:traffic:moving forward:normally
10985,Because traffic ahead of it and around it is not moving.,interaction with other road users:traffic:stop
12823,since the light ahead has turned red.,traffic conditions:traffic light:red light
15750,because the light is green.,traffic conditions:traffic light:green light
2991,There are no obstructions ahead of the car.,road condition:availability:clear road
282,to make a right turn.,ego car driving intention: vehicle lateral activity:turning
11795,as the road is clear.,road condition:availability:clear road
8760,since the road is open.,road condition:availability:clear road
1693,to match highway traffic,unclassified
6426,as the street is clear ahead.,road condition:availability:clear road
2250,because the car in front of him has stopped.,interaction with other road users:lead vehicle:stop
7142,as the traffic light is red.,traffic conditions:traffic light:red light
12168,since it is parked,ego car driving intention: vehicle longitudinal activity:park
1860,Traffic ahead of the car has stopped,interaction with other road users:traffic:stop&interaction with other road users:lead vehicle:stop
5039,because traffic is moving forward.,interaction with other road users:traffic:moving forward:normally
12567,as it is at a red light.,traffic conditions:traffic light:red light
6642,Because it is pulling out of its parking space into the straightaway lane only.,ego car driving intention: vehicle longitudinal activity:park
11574,because the light is red.,traffic conditions:traffic light:red light
6906,because its lane is moving at a normal speed.,interaction with other road users:traffic:moving forward:normally
13501,since the road ahead is clear.,road condition:availability:clear road
8820,Because it is now going straight after coming out of the left turn.,ego car driving intention: vehicle lateral activity:turning
2807,as the road is clear of traffic.,road condition:availability:clear road
6971,because there are no other vehicles in its lane of traffic.,road condition:availability:clear road
2698,to be moving at the speed limit,unclassified
5874,Because it is turning onto a different street.,ego car driving intention: vehicle lateral activity:turning
13388,as the street is clear.,road condition:availability:clear road
8252,because the road is clear and open,road condition:availability:clear road
5971,since there is no traffic.,road condition:availability:clear road
16135,in an attempt to turn left.,ego car driving intention: vehicle lateral activity:turning
7779,because the light is turning red and they wouldn't get through the intersection before it does.,traffic conditions:traffic light:red light
12793,because the traffic light ahead is red.,traffic conditions:traffic light:red light
5461,because traffic is moving forward.,interaction with other road users:traffic:moving forward:normally
5260,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
1315,due to no cars being near it in its lane.,road condition:availability:clear road
14362,because the light ahead is red and traffic is stopped.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
10964,as the street is clear of traffic.,road condition:availability:clear road
13044,because it has reached an intersection,unclassified
2484,because the light is red.,traffic conditions:traffic light:red light
15914,since the road is clear.,road condition:availability:clear road
8855,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
14989,because there is oncoming traffic.,unclassified
6346,There is a flashing green light.,traffic conditions:traffic light:green light
5687,because the light changed to green.,traffic conditions:traffic light:green light
7570,because the traffic light ahead is red.,traffic conditions:traffic light:red light
7962,to keep up with traffic since the light turned green,traffic conditions:traffic light:green light
8179,as all of the traffic begins slowing down.,interaction with other road users:traffic:moving forward:slowly
3197,because there is a stop sign.,traffic conditions:traffic sign:stop sign
14783,because the light has changed.,unclassified
4178,because the light is red.,traffic conditions:traffic light:red light
1216,because the light is red.,traffic conditions:traffic light:red light
8354,As cross traffic has cleared and there are no cars ahead of it.,road condition:availability:clear road
15346,as it keeps a safe distance between the two cars ahead of it.,unclassified
16363,to get into the loading zone.,unclassified
443,due to a red light.,traffic conditions:traffic light:red light
2772,because the light is green.,traffic conditions:traffic light:green light
8849,because its lane of traffic is moving freely.,interaction with other road users:traffic:moving forward:normally
8424,while its lane moves freely.,ego car driving intention: vehicle longitudinal activity:driving forward
15028,because the car ahead is braking,interaction with other road users:lead vehicle:decelerating
12543,because tr,unclassified
9063,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
9096,because the path is clear.,road condition:availability:clear road
12951,because traffic is speeding up.,interaction with other road users:traffic:accelerating
11143,"because the car in front is stopped in heavy traffic, preventing further progress.",interaction with other road users:lead vehicle:stop
3124,because traffic is moving slowly.,interaction with other road users:traffic:moving forward:slowly
7291,because the street is clear.,road condition:availability:clear road
91,because the light is red.,traffic conditions:traffic light:red light
1014,because the road is clear.,road condition:availability:clear road
5850,as the highway is clear ahead.,road condition:availability:clear road
10392,while drifting to the right behind a stopped car,interaction with other road users:lead vehicle:stop
6698,for a sharp left bend in the road.,unclassified
15018,since the road goes forward.,ego car driving intention: vehicle longitudinal activity:driving forward
4307,because the lane is clear.,road condition:availability:clear road
13119,as traffic ahead begins moving faster.,interaction with other road users:traffic:accelerating
8909,as there is a significant curve in the road.,unclassified
15637,because it is waiting for traffic to clear.,interaction with other road users:traffic:stop
4416,because the road is clear ahead.,road condition:availability:clear road
12806,because the street is empty.,road condition:availability:clear road
1527,because the street is narrow and cars are parked on both sides.,interaction with other road users:lead vehicle:park
2816,It is unclear why the driver would want to merge into the right hand lane,ego car driving intention: vehicle longitudinal activity:merging
6217,as the car in front of it stops for a red light.,traffic conditions:traffic light:red light
1757,because there is a pedestrian on the right.,interaction with other road users:pedestrians and cyclists: crossing
13763,because it is approaching a bump in the road.,road condition:speed regulations:speed bump
11581,because the road is clear.,road condition:availability:clear road
11237,as traffic ahead accelerates.,interaction with other road users:traffic:accelerating
5111,at the red light.,traffic conditions:traffic light:red light
7067,as traffic begins to move forward.,interaction with other road users:traffic:moving forward:normally
10366,since there is nothing blocking it,road condition:availability:clear road
10860,because traffic is moving forward,interaction with other road users:traffic:moving forward:normally
6975,because traffic in front of it is stopped.,interaction with other road users:traffic:stop
910,because it is parked.,ego car driving intention: vehicle longitudinal activity:park
8336,because the traffic light is red,traffic conditions:traffic light:red light
14170,because traffic is advancing at a slow speed.,interaction with other road users:traffic:moving forward:slowly
8659,because the intersection is free of traffic.,road condition:availability:clear road
11153,because there is traffic blocking the road.,interaction with other road users:traffic:heavy
10015,because the lane is empty.,road condition:availability:clear road
429,because traffic is stopped.,interaction with other road users:traffic:stop
12920,since the light is red.,traffic conditions:traffic light:red light
8404,to avoid a car parked on the right side of the road.,interaction with other road users:lead vehicle:park
12929,as traffic ahead moves forward.,interaction with other road users:traffic:moving forward:normally
8865,as the street is clear ahead.,road condition:availability:clear road
1076,because it is parked.,ego car driving intention: vehicle longitudinal activity:park
14848,because the street is empty.,road condition:availability:clear road
15333,because the car in front of it is stopped,interaction with other road users:lead vehicle:stop
1053,because traffic is moving slowly from the green light.,traffic conditions:traffic light:green light
8772,because there is a gap in the traffic.,unclassified
11328,as the lane ahead is clear.,road condition:availability:clear road
5310,because traffic has stopped in front.,interaction with other road users:traffic:stop
15537,because the light was turning red.,traffic conditions:traffic light:red light
2973,because there is a stop sign.,traffic conditions:traffic sign:stop sign
9132,because the street is clear and road conditions are good.,road condition:availability:clear road
3458,because the lane is clear.,road condition:availability:clear road
9819,because the car in front is stopping.,interaction with other road users:lead vehicle:stop
11313,Because there is a bus stopped in front of it.,interaction with other road users:lead vehicle:stop
5830,since traffic is clear enough to make a turn,road condition:availability:clear road
13726,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
4530,because the road is clear.,road condition:availability:clear road
3651,because the street is free of traffic.,road condition:availability:clear road
6240,to avoid a vehicle parked on the right side of the road.,interaction with other road users:lead vehicle:park
12685,because it's making a left turn.,ego car driving intention: vehicle lateral activity:turning
14662,because the car in front is braking.,interaction with other road users:lead vehicle:decelerating
7853,due to the red light.,traffic conditions:traffic light:red light
8325,because the road is clear,road condition:availability:clear road
3377,because there is a stop sign.,traffic conditions:traffic sign:stop sign
907,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
16160,"as it approaches a curve in the road, which is snowy.",environment:weather:snow
14231,because it's turning to the left.,ego car driving intention: vehicle lateral activity:turning
642,because the light is red.,traffic conditions:traffic light:red light
14397,because the car in front of it stopped,interaction with other road users:lead vehicle:stop
311,for an unknown reason.,unclassified
4627,because no traffic is coming and can safely move forward.,road condition:availability:clear road
6900,so that it may park on the left side of the road.,ego car driving intention: vehicle longitudinal activity:park
4153,since the traffic light is red.,traffic conditions:traffic light:red light
6746,because traffic is moving at a normal speed.,interaction with other road users:traffic:moving forward:normally
13027,because traffic is stopped ahead,interaction with other road users:traffic:stop
4294,because the car is parked on the right side of the road.,ego car driving intention: vehicle longitudinal activity:park
11855,since the road is clear.,road condition:availability:clear road
2443,because the light was red.,traffic conditions:traffic light:red light
8486,because there is no nearby traffic on that road.,road condition:availability:clear road
12894,because the road is clear of traffic.,road condition:availability:clear road
10230,because the man standing in front of the stopped car is coming back to speak with the driver of the car.,interaction with other road users:lead vehicle:stop
748,due to bumps in the road.,road condition:speed regulations:speed bump
15184,to get around a vehicle that is waiting to turn right.,ego car driving intention: vehicle lateral activity:turning
6659,because its lane is free of traffic.,road condition:availability:clear road
10796,as the lights are green.,traffic conditions:traffic light:green light
10256,The car is attempting to merge into the next lane of traffic to the left as there is an obstruction in the lane ahead,ego car driving intention: vehicle longitudinal activity:merging
