id,Justification,Category
230,The car is positioning itself to park,ego car driving intention:vehicle longitudinal activity:park
425,as it heads down the street,ego car driving intention:vehicle longitudinal activity:driving forward
418,because traffic in front of it is moving forward at a normal speed.,interaction with other road users:traffic:moving forward:normally
692,Traffic ahead of the car is stopped at an intersection.,interaction with other road users:traffic:stop
1912,because its destination is on the right side of the road,unclassified
1557,as its lane of traffic moves forward.,interaction with other road users:traffic:moving forward:normally
357,Traffic ahead is stopped at an intersection controlled by a red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
641,because the light turns green and there is no traffic.,traffic conditions:traffic light:green light&road condition:availability:clear road
689,because there is no traffic but it went down the wrong fork in the road.,road condition:availability:clear road
920,since the light is red.,traffic conditions:traffic light:red light
471,to turn onto another road.,ego car driving intention:vehicle lateral activity:turning
1362,The car is no longer parked and is beginning to move forward again.,ego car driving intention:vehicle longitudinal activity:driving forward
2071,because there are no vehicles in front of it.,road condition:availability:clear road
1279,because the car in front of it is slowing to turn right.,ego car driving intention:vehicle lateral activity:turning
1370,because the light is green and the right lanes are unobstructed.,traffic conditions:traffic light:green light&road condition:availability:clear road
469,as a vehicle merges into its lane from the left.,unclassified
801,because it is trying to get on a different exit but it needs to a let a car pass first.,road condition:availability:exit
367,to get around a double parked card.,ego car driving intention:vehicle longitudinal activity:park
139,because the light is green and traffic is moving.,traffic conditions:traffic light:green light&interaction with other road users:traffic:moving forward:normally
1359,The car is travelling down the road and there are no obstructions ahead,road condition:availability:clear road
701,The car is approaching an intersection and the light controlling the intersection is red.,traffic conditions:traffic light:red light
331,because the cars in front aren't moving.,interaction with other road users:lead vehicle:stop
657,because a police lane has pulled someone over in the opposite lane and traffic going around is is causing congestion.,unclassified
1968,The car is changing lanes to the left hand lane.,ego car driving intention:vehicle lateral activity:changing lane
1501,The car is negotiating a lane in the parking structure.,unclassified
1799,The car is stopped behind traffic ahead in the roadway,ego car driving intention:vehicle longitudinal activity:stop
788,because the stoplight is red,traffic conditions:traffic light:red light
1919,The car is preparing to reverse,unclassified
1257,because the road is now clear.,road condition:availability:clear road
1442,since it's gonna stop.,ego car driving intention:vehicle longitudinal activity:stop
1114,The car has completed its left hand turn and is driving forward,ego car driving intention:vehicle lateral activity:turning&interaction with other road users:traffic:moving forward:normally
1634,because the light is red.,traffic conditions:traffic light:red light
785,The car is changing lanes to the next lane adjacent to the left.,ego car driving intention:vehicle lateral activity:changing lane
1631,since the road is clear.,road condition:availability:clear road
1378,since the stoplight hasn't changed to green,traffic conditions:traffic light:red light
1738,because the light is red and the car in front is stopped.,traffic conditions:traffic light:red light&interaction with other road users:lead vehicle:stop
1738,because the light is red and the car in front is stopped.,traffic conditions:traffic light:red light&interaction with other road users:lead vehicle:stop
978,because the SUV in front of it slows to switch lanes.,interaction with other road users:lead vehicle:changing lane
1826,The car is approaching an intersection controlled by a light that is turning red.,traffic conditions:traffic light:red light
1089,The car has completed a turn and is proceeding in the left hand lane of the roadway.,ego car driving intention:vehicle lateral activity:turning
1675,after the light turned green.,traffic conditions:traffic light:green light
221,"The car is stopped at an intersection, waiting to turn left.",ego car driving intention:vehicle longitudinal activity:stop
1158,to enter another road while the light is green.,ego car driving intention:vehicle lateral activity:enter another road
1158,to enter another road while the light is green.,ego car driving intention:vehicle lateral activity:enter another road
569,since the lane is free again.,road condition:availability:clear road
222,The car is making a left hand turn through an intersection,ego car driving intention:vehicle lateral activity:turning
1774,A vehicle ahead of the car is stopped and the crosswalk ahead of the car is occupied,interaction with other road users:lead vehicle:stop
650,to let a taxi pull in front of him.,interaction with other road users:lead vehicle:cut in
1560,as the vehicle in front of it brakes for a red light.,traffic conditions:traffic light:red light
1560,as the vehicle in front of it brakes for a red light.,traffic conditions:traffic light:red light
1677,to enter another road while the light is green.,ego car driving intention:vehicle lateral activity:enter another road
1677,to enter another road while the light is green.,ego car driving intention:vehicle lateral activity:enter another road
1250,Traffic ahead of the car is moving slowly forcing the car to move slowly.,interaction with other road users:traffic:moving forward:slowly
246,because the lane is clear.,road condition:availability:clear road
1042,because there are no nearby vehicles in its lane to impede it.,road condition:availability:clear road
234,because it is behind the large vehicle.,unclassified
809,since there are people close.,interaction with other road users:pedestrians:crossing
303,because it's turning to the left.,ego car driving intention:vehicle lateral activity:turning
862,to maneuver around the slower moving vehicle in front of it.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:moving forward:slowly
625,as the road ahead is clear.,road condition:availability:clear road
1789,The car has moved through the intersection and is traveling forward in the left hand lane,ego car driving intention:vehicle longitudinal activity:driving forward
29,as traffic in front of it moves slowly and merges together.,interaction with other road users:traffic:moving forward:slowly
1196,because it has gotten through the intersection and the street is clear.,road condition:availability:clear road
929,because there are no more speed bumps ahead.,road condition:speed regulations:speed bump
582,because the car is driving straight on the road again.,unclassified
766,because there is no cross traffic.,road condition:availability:clear road
1614,so it can stop,ego car driving intention:vehicle longitudinal activity:stop
1722,because there are no nearby cars impeding it.,road condition:availability:clear road
634,because the vehicle in front of it is moving at a normal rate of speed.,interaction with other road users:lead vehicle:moving forward:normally
1665,because it is parked.,ego car driving intention:vehicle longitudinal activity:park
713,Traffic ahead of the car is beginning to move forward after light controlling the intersection turned green.,traffic conditions:traffic light:green light
361,to reenter the road after being parked.,ego car driving intention:vehicle longitudinal activity:park
249,because the other vehicle has passed and the road is now clear.,road condition:availability:clear road
1639,The car is proceeding forward in the right hand lane of the roadway.,ego car driving intention:vehicle longitudinal activity:driving forward
1502,The car is making a left hand turn in preparation of finding a parking spot.,ego car driving intention:vehicle lateral activity:turning
306,because it's getting ready to parallel park.,ego car driving intention:vehicle longitudinal activity:park
1332,because it is coming to an intersection.,unclassified
1283,because it turning to the right.,ego car driving intention:vehicle lateral activity:turning
119,because the light is green.,road condition:availability:clear road
1202,because the vehicle in front of it is driving at a normal speed.,interaction with other road users:lead vehicle:moving forward:normally
1202,because the vehicle in front of it is driving at a normal speed.,interaction with other road users:lead vehicle:moving forward:normally
797,due to pedestrian crossing the road.,interaction with other road users:pedestrians:crossing
1708,since the light had turned red.,traffic conditions:traffic light:red light
1421,since the road is clear of traffic.,road condition:availability:clear road
1624,as it approaches stopped traffic at a red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
38,because there was no incoming traffic to block it from turning left.,ego car driving intention:vehicle lateral activity:turning
774,because the light is red.,traffic conditions:traffic light:red light
1721,to maneuver around a car parked on the right side of the road after the light turned green.,traffic conditions:traffic light:green light
1721,to maneuver around a car parked on the right side of the road after the light turned green.,traffic conditions:traffic light:green light
1078,The car has passed through the intersection and is travelling forward.,ego car driving intention:vehicle longitudinal activity:driving forward
1963,because cars ahead are moving through a stop sign.,traffic conditions:traffic sign:stop sign
733,The car is approaching an intersection with a red light.,traffic conditions:traffic light:red light
1096,as it's about to stop.,ego car driving intention:vehicle longitudinal activity:stop
1373,"because traffic has subsided in the right lane, creating space to merge back onto the road it was on before.",interaction with other road users:traffic:light
1886,The car is changing lanes to the adjacent lane to the left as it approaches an intersection.,ego car driving intention:vehicle lateral activity:changing lane
486,since it's about to do a left turn.,ego car driving intention:vehicle lateral activity:turning
666,since the car slowed down.,ego car driving intention:vehicle lateral activity:decelerating
922,because the light turns green.,traffic conditions:traffic light:green light
219,to enter another road.,ego car driving intention:vehicle lateral activity:enter another road
89,because the light turns green and the cars ahead are moving again.,traffic conditions:traffic light:green light
423,since it is preparing to turn right.,ego car driving intention:vehicle lateral activity:turning
37,because the light hasn't turned green yet.,traffic conditions:traffic light:red light
1164,The car is stopped at an intersection controlled by a red light,traffic conditions:traffic light:red light
1152,The car has arrived at the intersection as the light controlling the intersection is turning red.,traffic conditions:traffic light:red light
1935,because the light turns green.,traffic conditions:traffic light:green light
186,since it passed the stop sign.,ego car driving intention:vehicle longitudinal activity:driving forward
430,while still maneuvering in traffic,unclassified
1714,because there is no nearby traffic and the light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
1228,"to get into a different exit lane, which is free of traffic.",road condition:availability:exit
1031,because there are no nearby cars in its lane.,road condition:availability:clear road
448,The car is changing lanes to avoid the stopped vehicle.,ego car driving intention:vehicle lateral activity:changing lane&interaction with other road users:lead vehicle:stop
1477,while in the turn lane,ego car driving intention:vehicle lateral activity:turning
463,because the light is red.,traffic conditions:traffic light:red light
741,The car is steering off the roadway onto a ramp descending down from the roadway,unclassified
2033,The car is stopped at a red light.,traffic conditions:traffic light:red light
1679,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
243,since the light is red.,traffic conditions:traffic light:red light
1900,because a pedestrian walking across the street causes all the cars in front to stop.,interaction with other road users:pedestrians:crossing
1781,Traffic ahead of the car is stopped at an intersection controlled by a red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
960,since there are a lot of cars moving around.,interaction with other road users:traffic:heavy
1028,as it approaches an intersection with a stop sign.,traffic conditions:traffic sign:stop sign
1844,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
1459,The car is proceeding down the roadway at a reasonable speed,ego car driving intention:vehicle longitudinal activity:driving forward
1981,as it waits for a vehicle to pass in the lane to its right so that it can merge into the right lane.,unclassified
614,because traffic is heavy.,interaction with other road users:traffic:heavy
1347,The car is moving through the intersection.,ego car driving intention:vehicle longitudinal activity:driving forward
421,to enter the left lane while there is a gap in traffic.,interaction with other road users:traffic:light
908,as it heads down the road,ego car driving intention:vehicle longitudinal activity:driving forward
1892,because there are no nearby cars in that lane.,road condition:availability:clear road
802,because the road is now clear.,road condition:availability:clear road
1472,due to the light being red.,traffic conditions:traffic light:red light
1300,while driving on the road,unclassified
698,The car has passed the parked vehicle and is proceeding forward,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:park
470,as its lane of traffic moves forward.,interaction with other road users:traffic:moving forward:normally
599,because the light is green and the lane is now unobstructed.,road condition:availability:clear road&road condition:availability:clear road
133,The car is negotiating a right hand curve in the road.,unclassified
1573,The car is finalizing its position in the parking spot.,unclassified
136,The car has passed the stopped vehicle and is continuing its left hand cornering maneuver,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
804,since the cars are moving quickly.,interaction with other road users:traffic:moving forward:fast
1531,because the lane ahead of it is clear and the traffic light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
1531,because the lane ahead of it is clear and the traffic light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
318,since the cars are moving forward as well.,interaction with other road users:traffic:moving forward:normally
1224,since it's about to stop.,ego car driving intention:vehicle longitudinal activity:stop
1535,to enter another road.,ego car driving intention:vehicle lateral activity:enter another road
1242,because the light is green.,traffic conditions:traffic light:green light
858,because the lane ahead is clear.,road condition:availability:clear road
969,The car is moving to the leftmost edge of its lane to drive past a garbage truck.,ego car driving intention:vehicle longitudinal activity:passing
50,after the light turned yellow.,ego car driving intention:vehicle lateral activity:turning
724,as traffic in front of it moves slowly.,interaction with other road users:traffic:moving forward:slowly
264,because the car in front is slowing down.,interaction with other road users:lead vehicle:decelerating
369,since the the traffic is also moving slowly.,interaction with other road users:traffic:moving forward:slowly
1367,because there are no other cars on the road in front of it.,road condition:availability:clear road
1654,because there is a gap in the traffic.,interaction with other road users:traffic:light
527,because traffic is clear.,road condition:availability:clear road
2008,because the lane is clear.,road condition:availability:clear road
880,because traffic in front of it is moving at a normal speed.,interaction with other road users:traffic:moving forward:normally
187,since there is another stop sign.,traffic conditions:traffic sign:stop sign
1530,because it is passing a speed bump in the road.,ego car driving intention:vehicle longitudinal activity:driving forward
758,The car has arrived at the intersection controlled by a red light.,traffic conditions:traffic light:red light
1773,since the intersection is clear.,road condition:availability:clear road
1319,since the lane is moving again.,unclassified
1575,The camera is no longer capturing video of the car.,unclassified
1429,since there is a lot of cars around.,interaction with other road users:traffic:heavy
1098,since it's trying to position itself.,unclassified
1318,since the light has turned green.,traffic conditions:traffic light:green light
1451,as it approaches merging traffic.,ego car driving intention:vehicle longitudinal activity:merging
2102,as it approaches a vehicle that is partially in its lane.,unclassified
1462,as there are no more speed bumps nearby.,road condition:availability:clear road
87,because the car in front is stopped.,interaction with other road users:lead vehicle:stop
1195,to get around a turning car at the green light.,traffic conditions:traffic light:green light
149,because traffic is backed up behind a congested green light.,traffic conditions:traffic light:green light
635,The car is steering around a vehicle stopped in the roadway,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
853,since there is a car backing out nearby.,interaction with other road users:lead vehicle:stop
1377,while it waits for pedestrians to cross,interaction with other road users:pedestrians:crossing
1839,for a speed bump.,road condition:speed regulations:speed bump
1967,The car is driving slowly as it passes a truck stopped in the left hand lane with yellow caution lights flashing.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
180,because traffic isn't moving,interaction with other road users:traffic:stop
1109,because the light is green but the cars ahead are waiting to turn.,traffic conditions:traffic light:green light
1701,because traffic is moving at that pace.,interaction with other road users:traffic:moving forward:normally
885,behind another car at a red light.,traffic conditions:traffic light:red light
1025,because there are no other cars on the road.,road condition:availability:clear road
1552,to move around a slow car in its current lane.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:moving forward:slowly
1951,to avoid a vehicle parked on the right side of the road.,interaction with other road users:lead vehicle:park
2047,to get around a double parked car.,interaction with other road users:lead vehicle:park
803,since the right lane is moving quicker.,interaction with other road users:traffic:moving forward:fast
1776,The car is driving in the left hand lane,unclassified
1314,The car has completed its lane change maneuver and is driving in the center lane of the roadway.,ego car driving intention:vehicle lateral activity:changing lane
899,because of a stop sign.,traffic conditions:traffic sign:stop sign
1725,because it is at its destination.,unclassified
1018,because traffic is almost at a stop,ego car driving intention:vehicle longitudinal activity:stop
928,because there are speed bumps.,road condition:speed regulations:speed bump
791,while being parked in the road,ego car driving intention:vehicle longitudinal activity:park
538,because the light is red.,traffic conditions:traffic light:red light
1727,to align with the road.,unclassified
1246,as it passes over a speed bump in the road.,road condition:speed regulations:speed bump
1012,since the road is clear.,road condition:availability:clear road
1959,because the lane ahead is clear.,road condition:availability:clear road
2011,because the intersection and road are clear.,road condition:availability:clear road
1010,The car is approaching an intersection with a red light.,traffic conditions:traffic light:red light
1834,for a pedestrian crossing the street to its right.,interaction with other road users:pedestrians:crossing
762,as it prepares to make a right hand turn.,ego car driving intention:vehicle lateral activity:turning
1037,The car has completed its left hand turn and is proceeding forward.,ego car driving intention:vehicle lateral activity:turning&ego car driving intention:vehicle longitudinal activity:driving forward
1326,because there is a stop sign.,traffic conditions:traffic sign:stop sign
356,The car has completed its right hand turn and is proceeding forward.,ego car driving intention:vehicle lateral activity:turning&ego car driving intention:vehicle longitudinal activity:driving forward
160,due to the light being red.,traffic conditions:traffic light:red light
472,because the vehicle in front of it is stopped and a pedestrian is crossing the road.,interaction with other road users:lead vehicle:stop&interaction with other road users:pedestrians:crossing
472,because the vehicle in front of it is stopped and a pedestrian is crossing the road.,interaction with other road users:lead vehicle:stop&interaction with other road users:pedestrians:crossing
772,because the light is red and it is raining.,traffic conditions:traffic light:red light&environment:weather:rain
1918,The car has completed its U-turn and is travelling down the road.,ego car driving intention:vehicle lateral activity:turning
65,because there are no nearby cars in its lane.,road condition:availability:clear road
1254,Traffic ahead of the car is moving slowly toward an intersection.,interaction with other road users:traffic:moving forward:slowly
524,since the cars in front aren't moving.,interaction with other road users:lead vehicle:stop
951,because the light is green.,traffic conditions:traffic light:green light
549,because the light is green.,traffic conditions:traffic light:green light
1020,as it goes into the other lane,unclassified
673,Traffic ahead of the car is slowing to maneuver around a stopped police vehicle.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
213,The car is moving forward through the intersection,ego car driving intention:vehicle longitudinal activity:driving forward
1144,because is is passing through a stop sign.,ego car driving intention:vehicle longitudinal activity:driving forward
505,as it comes up to the stoplight,traffic conditions:traffic light:red light
697,The car is steering around a vehicle parked in the roadway ahead.,interaction with other road users:lead vehicle:park
1113,"Oncoming traffic has cleared the intersection, allow the car to turn left.",road condition:availability:clear road
669,since it slowed down to do so.,ego car driving intention:vehicle lateral activity:decelerating
360,because it is parked.,ego car driving intention:vehicle longitudinal activity:park
35,while there is a gap in traffic.,interaction with other road users:traffic:light
942,because it is moving across an intersection with a green light.,traffic conditions:traffic light:green light
1464,as there is a red ahead.,traffic conditions:traffic light:red light
1201,to enter an exit ramp to its right.,road condition:availability:exit
1165,"The light has changed, allowing the car to proceed through the intersection",unclassified
1696,because there are no nearby cars in its lane.,road condition:availability:clear road
1038,The car is maneuvering to the right to avoid a large vehicle stopped at an intersection ahead,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
573,because there is a stop sign with no cross traffic.,traffic conditions:traffic sign:stop sign
564,The car is making a left hand turn at the T intersection.,ego car driving intention:vehicle lateral activity:turning
1928,since the car needs to slow down when there's a red ahead.,ego car driving intention:vehicle lateral activity:decelerating&traffic conditions:traffic light:red light
913,because the road is clear.,road condition:availability:clear road
1321,because there are no cars in front.,road condition:availability:clear road
1724,for the red light at the intersection ahead.,traffic conditions:traffic light:red light
941,because the intersection is clear,road condition:availability:clear road
1343,because the driver missed a turn off.,ego car driving intention:vehicle lateral activity:turning
1148,since the traffic ahead isn't moving.,interaction with other road users:traffic:stop
1496,because it's making a sharp turn.,ego car driving intention:vehicle lateral activity:turning
201,The car is approaching an intersection and the light is turning red.,traffic conditions:traffic light:red light
945,because the traffic light ahead is red and green for cars coming from the left.,traffic conditions:traffic light:red light
945,because the traffic light ahead is red and green for cars coming from the left.,traffic conditions:traffic light:red light
1635,The car is proceeding forward in the right hand lane of the roadway.,ego car driving intention:vehicle longitudinal activity:driving forward
1657,The car has passed through the intersection and is proceeding down the roadway slowly.,ego car driving intention:vehicle longitudinal activity:passing&ego car driving intention:vehicle lateral activity:decelerating
822,because it is exiting the roadway.,road condition:availability:exit
191,as the vehicle in front of it speeds up.,interaction with other road users:lead vehicle:accelerating
256,since the cars on the lane are moving too.,unclassified
1816,since the car is trying to get into the highway.,unclassified
412,because there are no vehicles in front of it after the impeding vehicle turned left.,road condition:availability:clear road
1938,as it approaches stopped traffic in front of it.,interaction with other road users:traffic:stop
773,because the driver wants to be in the passing lane.,ego car driving intention:vehicle longitudinal activity:passing
1227,because the traffic is light.,unclassified
877,because the spot is empty and another car is parked to the right.,interaction with other road users:lead vehicle:park
179,because traffic ahead is stopping,interaction with other road users:traffic:stop
397,because the light turns green but the road is bumpy.,ego car driving intention:vehicle lateral activity:turning
252,because it just passed the car.,ego car driving intention:vehicle longitudinal activity:passing
2104,as it approaches cars that are almost at a standstill.,unclassified
1090,The car is making a left hand turn through an intersection,ego car driving intention:vehicle lateral activity:turning
47,since the road ahead is clear.,road condition:availability:clear road
1880,as it corrects the path it is taking,unclassified
831,because the road is curving,unclassified
631,because there are no nearby cars in its lane.,road condition:availability:clear road
771,as it drives over a bump in the road and approaches a red light.,traffic conditions:traffic light:red light
1818,since the traffic is moving on.,interaction with other road users:traffic:moving forward:normally
1204,since it is trying to do a left turn.,ego car driving intention:vehicle lateral activity:turning
464,since the light turned green.,traffic conditions:traffic light:green light
700,The car is changing lanes and steering to a left hand turn lane at the upcoming intersection.,ego car driving intention:vehicle lateral activity:changing lane&ego car driving intention:vehicle lateral activity:turning
444,The car is driving in the right hand lane.,unclassified
2000,for the red light.,traffic conditions:traffic light:red light
1578,as it waits for a vehicle in its lane to merge to the right and a pedestrian to move off of the road.,interaction with other road users:pedestrians:crossing
1578,as it waits for a vehicle in its lane to merge to the right and a pedestrian to move off of the road.,interaction with other road users:pedestrians:crossing
1619,as traffic in front of it accelerates at a green light.,traffic conditions:traffic light:green light
311,The car is approaching an intersection,unclassified
830,while keeping up with the traffic,unclassified
1175,because it's turning to the left.,ego car driving intention:vehicle lateral activity:turning
2119,The car has come to the rear of the vehicle ahead which is stopped by a red light at an intersection ahead.,traffic conditions:traffic light:red light
1541,while driving down the street,ego car driving intention:vehicle longitudinal activity:driving forward
555,because there are no nearby cars in its lane and the light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
600,because it has reached a red light.,traffic conditions:traffic light:red light
1023,since the lane can lead right.,unclassified
506,as it reaches the intersection,unclassified
1434,when there is a gap in traffic in that lane.,unclassified
275,The car is approaching an intersection and the light controlling the intersection is red.,traffic conditions:traffic light:red light
1219,since the car in front hasn't moved.,interaction with other road users:lead vehicle:stop
1666,as traffic in front of it moves slowly.,interaction with other road users:traffic:moving forward:slowly
915,because the light is green.,traffic conditions:traffic light:green light
278,The car has transited the intersection and is proceeding down the road.,ego car driving intention:vehicle longitudinal activity:driving forward
784,Traffic ahead of the car is beginning to advance through the intersection ahead.,unclassified
1570,as it approaches stopped traffic.,interaction with other road users:traffic:stop
1983,because there are no other vehicles in its lane.,road condition:availability:clear road
53,The car is changing lanes and approaching an intersection controlled by a red light,traffic conditions:traffic light:red light
540,Traffic ahead of the car is beginning to slowly advance.,interaction with other road users:traffic:moving forward:slowly
990,because there is a gap between it and the vehicle in front of it.,unclassified
204,because traffic is moving more quickly,interaction with other road users:traffic:moving forward:fast
776,because the driver moved too far into the intersection while the right is still red.,traffic conditions:traffic light:red light
1564,because there are no nearby cars in its lane and the light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
528,because the light up ahead is red.,traffic conditions:traffic light:red light
1622,because it is parked and the driver is adjusting the camera.,ego car driving intention:vehicle longitudinal activity:park
932,The car has completed its right hand turn and is proceeding forward in the left hand lane.,ego car driving intention:vehicle lateral activity:turning&ego car driving intention:vehicle longitudinal activity:driving forward
1449,because traffic has stopped.,interaction with other road users:traffic:stop
1364,because there are no other cars on the road.,road condition:availability:clear road
323,since there were no cars turning right as well.,ego car driving intention:vehicle lateral activity:turning
1264,The car has completed its turning maneuver,ego car driving intention:vehicle lateral activity:turning
1544,while waiting to turn,ego car driving intention:vehicle lateral activity:turning
2027,because the road is clear of traffic.,road condition:availability:clear road
1863,since it is parked there.,ego car driving intention:vehicle longitudinal activity:park
2016,because it's waiting for a chance to turn.,ego car driving intention:vehicle lateral activity:turning
943,because the street ahead has no cars.,road condition:availability:clear road
1865,because the light is green.,traffic conditions:traffic light:green light
103,Traffic ahead of the car is stopped at an intersection.,interaction with other road users:traffic:stop
102,as traffic in front of it moves slowly.,interaction with other road users:traffic:moving forward:slowly
1381,while making a turn,ego car driving intention:vehicle lateral activity:turning
646,because the light is red.,traffic conditions:traffic light:red light
328,because the light is red.,traffic conditions:traffic light:red light
1492,because the light ahead is red.,traffic conditions:traffic light:red light
1308,"The car is proceeding forward, with no obstructions ahead.",road condition:availability:clear road
1879,because a car came across the road in front of it,unclassified
869,as the street is clear.,road condition:availability:clear road
403,because the light is red.,traffic conditions:traffic light:red light
1924,because a police car with lights flashing is going through the intersection and cars have stopped.,interaction with other road users:traffic:stop
144,The car is making a right hand turn through the intersection.,ego car driving intention:vehicle lateral activity:turning
344,The car is passing the vehicle stopped ahead,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
856,since it's parked onto the side.,ego car driving intention:vehicle longitudinal activity:park
422,as traffic in front of it moves forward.,interaction with other road users:traffic:moving forward:normally
44,because the light is green and the intersection is clear.,road condition:availability:clear road&traffic conditions:traffic light:green light
44,because the light is green and the intersection is clear.,road condition:availability:clear road&traffic conditions:traffic light:green light
1091,The car has completed its left hand turn and is driving down the roadway.,ego car driving intention:vehicle lateral activity:turning
1061,since the cars are ahead now.,unclassified
1262,because it is parked.,ego car driving intention:vehicle longitudinal activity:park
304,because the driver wanted to stop for a bit.,ego car driving intention:vehicle longitudinal activity:stop
1978,to follow a right hand curve in the road.,unclassified
557,because the light is green and there are no nearby cars in its lane.,road condition:availability:clear road&traffic conditions:traffic light:green light
459,because the turn is clear but it is a residential area.,ego car driving intention:vehicle lateral activity:turning
1598,as it heads down the busy road,interaction with other road users:traffic:heavy
1991,because the street is clear,road condition:availability:clear road
1127,while moving onto a street,unclassified
589,since the light turned green.,traffic conditions:traffic light:green light
1877,as it moves closer to a stoplight,traffic conditions:traffic light:red light
2068,because there are no other cars on the road.,road condition:availability:clear road
438,to pull around a car that's moving slowly.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:moving forward:slowly
1134,as traffic in front of it accelerates for a green light.,traffic conditions:traffic light:green light
1513,behind another car at a red light.,traffic conditions:traffic light:red light
1168,The car has negotiated the turn through the intersection and is proceeding.,ego car driving intention:vehicle lateral activity:turning
1572,The car is positioning itself in the parking spot.,ego car driving intention:vehicle longitudinal activity:park
2059,due to the vehicle in front.,unclassified
1757,due to the fact that there are no cars in the way.,road condition:availability:clear road
1312,The car is driving forward in the rightmost lane of the roadway.,ego car driving intention:vehicle longitudinal activity:driving forward
1669,while it waits for the light to turn green.,traffic conditions:traffic light:green light
605,as the light is red.,traffic conditions:traffic light:red light
1177,to avoid a stopped car that's waiting to turn.,ego car driving intention:vehicle lateral activity:turning
935,because there are few cars on it slowing it down.,interaction with other road users:traffic:moving forward:slowly
406,The car has reached the intersection and is making a left hand U-turn through the intersection.,ego car driving intention:vehicle lateral activity:turning
1599,because the road bends,unclassified
653,because the traffic is inching up.,interaction with other road users:traffic:accelerating
1853,The car is approaching an intersection and waiting for the light to change to allow it to make a left hand turn.,unclassified
137,The car has completed it's cornering maneuvers.,unclassified
1162,since it's on the side of the road,unclassified
1882,while heading down the empty road,ego car driving intention:vehicle longitudinal activity:driving forward&road condition:availability:clear road
380,while making its way down the road,ego car driving intention:vehicle longitudinal activity:driving forward
859,because a vehicle is stopped in the lane ahead.,interaction with other road users:lead vehicle:stop
587,because there is no cross traffic in the intersection.,road condition:availability:clear road
294,because it is parked.,ego car driving intention:vehicle longitudinal activity:park
916,because there is a vehicle moving slowly ahead of it.,interaction with other road users:lead vehicle:moving forward:slowly
378,as the light changes,unclassified
20,because traffic is moving forward.,interaction with other road users:traffic:moving forward:normally
677,The car has arrived at the intersection controlled by a red light.,traffic conditions:traffic light:red light
883,because the light turned green.,traffic conditions:traffic light:green light
2036,The car is approaching an intersection controlled by a light that is turning red.,traffic conditions:traffic light:red light
1240,for the red light at the intersection ahead.,traffic conditions:traffic light:red light
503,as it advances down the street,ego car driving intention:vehicle longitudinal activity:driving forward
1193,The car has completed its lane change and is driving forward,ego car driving intention:vehicle lateral activity:changing lane
1354,The car is approaching an intersection,unclassified
1191,Traffic ahead of the car in the left lane is slowing down.,interaction with other road users:traffic:decelerating
426,because traffic is barely moving ahead,interaction with other road users:traffic:moving forward:slowly
1129,since it's moving towards the right.,unclassified
1097,because it made a mistake.,unclassified
794,because it is parking.,ego car driving intention:vehicle longitudinal activity:park
1520,since traffic on the road is moving normally.,interaction with other road users:traffic:moving forward:normally
622,because the car in front is inching forward.,interaction with other road users:lead vehicle:moving forward:slowly
1481,Traffic ahead of the car is beginning to advance through the intersection ahead.,interaction with other road users:traffic:moving forward:slowly
1871,as it goes across the intersection,unclassified
239,because there were no cars coming down the road.,road condition:availability:clear road
1849,because the car ahead is slowing down to make a turn.,ego car driving intention:vehicle lateral activity:turning
1807,because there is a bus that is pulling forward blocking the turn.,unclassified
2041,since it's about to stop.,ego car driving intention:vehicle longitudinal activity:stop
1345,The car is accelerating down the roadway.,interaction with other road users:traffic:accelerating
1874,as it gets back into the lane,unclassified
1110,as it is waiting for a taxi in the oncoming lane to turn in front of it.,ego car driving intention:vehicle lateral activity:turning
10,for the red light and a pedestrian in the crosswalk.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
10,for the red light and a pedestrian in the crosswalk.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
1779,The car has completed its passing maneuver and is moving through an intersection,ego car driving intention:vehicle longitudinal activity:passing
1400,because the road ahead is clear.,road condition:availability:clear road
